product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
P071004022	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004023	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004024	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004025	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004026	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004027	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004028	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004029	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004030	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004031	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004032	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004033	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004034	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004035	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004036	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004037	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004038	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004039	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004040	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004041	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004042	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004043	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004044	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004045	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004046	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004047	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004048	07	0710	071004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004049	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004050	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004051	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004052	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004053	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004054	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004055	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004056	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004057	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004058	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004059	07	0710	071004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004060	07	0710	071004	318.0	239.0	瓶詰缶詰	飲料	コーヒー飲料
P071004061	07	0710	071004	318.0	239.0	瓶詰缶詰	飲料	コーヒー飲料
P071005001	07	0710	071005	68.0	51.0	瓶詰缶詰	飲料	お茶飲料
P071005002	07	0710	071005	78.0	59.0	瓶詰缶詰	飲料	お茶飲料
P071005003	07	0710	071005	78.0	59.0	瓶詰缶詰	飲料	お茶飲料
P071005004	07	0710	071005	88.0	66.0	瓶詰缶詰	飲料	お茶飲料
P071005005	07	0710	071005	98.0	74.0	瓶詰缶詰	飲料	お茶飲料
P071005006	07	0710	071005	98.0	74.0	瓶詰缶詰	飲料	お茶飲料
P071005007	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005008	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005009	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005010	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005011	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005012	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005013	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005014	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005015	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005016	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005017	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005018	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005019	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005020	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005021	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005022	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005023	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005024	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005025	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005026	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005027	07	0710	071005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005028	07	0710	071005	198.0	149.0	瓶詰缶詰	飲料	お茶飲料
P071005029	07	0710	071005	258.0	194.0	瓶詰缶詰	飲料	お茶飲料
P071005030	07	0710	071005	258.0	194.0	瓶詰缶詰	飲料	お茶飲料
P071005031	07	0710	071005	268.0	201.0	瓶詰缶詰	飲料	お茶飲料
P071005032	07	0710	071005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005033	07	0710	071005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005034	07	0710	071005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005035	07	0710	071005	298.0	224.0	瓶詰缶詰	飲料	お茶飲料
P071005036	07	0710	071005	313.0	235.0	瓶詰缶詰	飲料	お茶飲料
P071005037	07	0710	071005	313.0	235.0	瓶詰缶詰	飲料	お茶飲料
P071005038	07	0710	071005	318.0	239.0	瓶詰缶詰	飲料	お茶飲料
P071005039	07	0710	071005	318.0	239.0	瓶詰缶詰	飲料	お茶飲料
P071006001	07	0710	071006	108.0	81.0	瓶詰缶詰	飲料	水
P071006002	07	0710	071006	198.0	149.0	瓶詰缶詰	飲料	水
P071006003	07	0710	071006	208.0	156.0	瓶詰缶詰	飲料	水
P071006004	07	0710	071006	218.0	164.0	瓶詰缶詰	飲料	水
P071006005	07	0710	071006	218.0	164.0	瓶詰缶詰	飲料	水
P071006006	07	0710	071006	218.0	164.0	瓶詰缶詰	飲料	水
P071006007	07	0710	071006	295.0	221.0	瓶詰缶詰	飲料	水
P071006008	07	0710	071006	295.0	221.0	瓶詰缶詰	飲料	水
P071007001	07	0710	071007	102.0	77.0	瓶詰缶詰	飲料	その他飲料
P071007002	07	0710	071007	102.0	77.0	瓶詰缶詰	飲料	その他飲料
P071007003	07	0710	071007	198.0	149.0	瓶詰缶詰	飲料	その他飲料
P071007004	07	0710	071007	368.0	276.0	瓶詰缶詰	飲料	その他飲料
P071101001	07	0711	071101	278.0	209.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101002	07	0711	071101	278.0	209.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101003	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101004	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101005	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101006	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101007	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101008	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101009	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101010	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101011	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101012	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101013	07	0711	071101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101014	07	0711	071101	780.0	585.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101015	07	0711	071101	780.0	585.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101016	07	0711	071101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101017	07	0711	071101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101018	07	0711	071101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101019	07	0711	071101	980.0	735.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101020	07	0711	071101	980.0	735.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071102001	07	0711	071102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102002	07	0711	071102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102003	07	0711	071102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102004	07	0711	071102	458.0	344.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102005	07	0711	071102	698.0	524.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071103001	07	0711	071103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103002	07	0711	071103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103003	07	0711	071103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103004	07	0711	071103	92.0	69.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103005	07	0711	071103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103006	07	0711	071103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103007	07	0711	071103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103008	07	0711	071103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103009	07	0711	071103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103010	07	0711	071103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103011	07	0711	071103	1080.0	810.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103012	07	0711	071103	1080.0	810.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071201001	07	0712	071201	840.0	630.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201002	07	0712	071201	840.0	630.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201003	07	0712	071201	890.0	668.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201004	07	0712	071201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201005	07	0712	071201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201006	07	0712	071201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201007	07	0712	071201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201008	07	0712	071201	1180.0	885.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201009	07	0712	071201	2080.0	1560.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201010	07	0712	071201	2140.0	1605.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201011	07	0712	071201	2150.0	1613.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201012	07	0712	071201	2530.0	1898.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201013	07	0712	071201	2580.0	1935.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201014	07	0712	071201	2600.0	1950.0	瓶詰缶詰	ベビーフード	粉ミルク
P071202001	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202002	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202003	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202004	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202005	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202006	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202007	07	0712	071202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202008	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202009	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202010	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202011	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202012	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202013	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202014	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202015	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202016	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202017	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202018	07	0712	071202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202019	07	0712	071202	168.0	126.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202020	07	0712	071202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202021	07	0712	071202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202022	07	0712	071202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202023	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202024	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202025	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202026	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202027	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202028	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202029	07	0712	071202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202030	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202031	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202032	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202033	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202034	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202035	07	0712	071202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202036	07	0712	071202	228.0	171.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202037	07	0712	071202	230.0	173.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202038	07	0712	071202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202039	07	0712	071202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202040	07	0712	071202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202041	07	0712	071202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202042	07	0712	071202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202043	07	0712	071202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202044	07	0712	071202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202045	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202046	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202047	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202048	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202049	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202050	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202051	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202052	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202053	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202054	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202055	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202056	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202057	07	0712	071202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202058	07	0712	071202	328.0	246.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202059	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202060	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202061	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202062	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202063	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202064	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202065	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202066	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202067	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202068	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202069	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202070	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202071	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202072	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202073	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202074	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202075	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202076	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202077	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202078	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202079	07	0712	071202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071203001	07	0712	071203	218.0	164.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203002	07	0712	071203	308.0	231.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203003	07	0712	071203	308.0	231.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203004	07	0712	071203	308.0	231.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203005	07	0712	071203	308.0	231.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203006	07	0712	071203	448.0	336.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203007	07	0712	071203	448.0	336.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203008	07	0712	071203	548.0	411.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203009	07	0712	071203	608.0	456.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203010	07	0712	071203	608.0	456.0	瓶詰缶詰	ベビーフード	その他補給剤
P071203011	07	0712	071203	668.0	501.0	瓶詰缶詰	ベビーフード	その他補給剤
P071301001	07	0713	071301	1100.0	825.0	瓶詰缶詰	米	米
P071301002	07	0713	071301	2485.0	1864.0	瓶詰缶詰	米	米
P071301003	07	0713	071301	2650.0	1988.0	瓶詰缶詰	米	米
P071301004	07	0713	071301	2680.0	2010.0	瓶詰缶詰	米	米
P071301005	07	0713	071301	2680.0	2010.0	瓶詰缶詰	米	米
P071301006	07	0713	071301	4760.0	3570.0	瓶詰缶詰	米	米
P071301007	07	0713	071301	4880.0	3660.0	瓶詰缶詰	米	米
P071301008	07	0713	071301	5060.0	3795.0	瓶詰缶詰	米	米
P071301009	07	0713	071301	5280.0	3960.0	瓶詰缶詰	米	米
P071302001	07	0713	071302	280.0	210.0	瓶詰缶詰	米	その他米加工品
P071302002	07	0713	071302	308.0	231.0	瓶詰缶詰	米	その他米加工品
P071302003	07	0713	071302	318.0	239.0	瓶詰缶詰	米	その他米加工品
P071302004	07	0713	071302	338.0	254.0	瓶詰缶詰	米	その他米加工品
P071302005	07	0713	071302	338.0	254.0	瓶詰缶詰	米	その他米加工品
P071302006	07	0713	071302	358.0	269.0	瓶詰缶詰	米	その他米加工品
P071302007	07	0713	071302	388.0	291.0	瓶詰缶詰	米	その他米加工品
P071302008	07	0713	071302	400.0	300.0	瓶詰缶詰	米	その他米加工品
P071302009	07	0713	071302	470.0	353.0	瓶詰缶詰	米	その他米加工品
P071302010	07	0713	071302	770.0	578.0	瓶詰缶詰	米	その他米加工品
P071401001	07	0714	071401	1100.0	825.0	瓶詰缶詰	タバコ	タバコ
P071401002	07	0714	071401	1100.0	825.0	瓶詰缶詰	タバコ	タバコ
P071401003	07	0714	071401	1100.0	825.0	瓶詰缶詰	タバコ	タバコ
P071401004	07	0714	071401	1100.0	825.0	瓶詰缶詰	タバコ	タバコ
P071401005	07	0714	071401	1100.0	825.0	瓶詰缶詰	タバコ	タバコ
P071401006	07	0714	071401	1200.0	900.0	瓶詰缶詰	タバコ	タバコ
P071401007	07	0714	071401	1200.0	900.0	瓶詰缶詰	タバコ	タバコ
P071401008	07	0714	071401	1200.0	900.0	瓶詰缶詰	タバコ	タバコ
P071401009	07	0714	071401	1200.0	900.0	瓶詰缶詰	タバコ	タバコ
P071401010	07	0714	071401	1200.0	900.0	瓶詰缶詰	タバコ	タバコ
P071401011	07	0714	071401	1300.0	975.0	瓶詰缶詰	タバコ	タバコ
P071401012	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401013	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401014	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401015	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401016	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401017	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401018	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401019	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401020	07	0714	071401	2200.0	1650.0	瓶詰缶詰	タバコ	タバコ
P071401021	07	0714	071401	2400.0	1800.0	瓶詰缶詰	タバコ	タバコ
P071401022	07	0714	071401	2400.0	1800.0	瓶詰缶詰	タバコ	タバコ
P071401023	07	0714	071401	2400.0	1800.0	瓶詰缶詰	タバコ	タバコ
P071401024	07	0714	071401	2400.0	1800.0	瓶詰缶詰	タバコ	タバコ
P071401025	07	0714	071401	2400.0	1800.0	瓶詰缶詰	タバコ	タバコ
P080101001	08	0801	080101	30.0	22.0	菓子	ポケット物	チョコレート菓子
P080101002	08	0801	080101	30.0	22.0	菓子	ポケット物	チョコレート菓子
P080101003	08	0801	080101	30.0	21.0	菓子	ポケット物	チョコレート菓子
P080101004	08	0801	080101	30.0	24.0	菓子	ポケット物	チョコレート菓子
P080101005	08	0801	080101	30.0	22.0	菓子	ポケット物	チョコレート菓子
P080101006	08	0801	080101	45.0	33.0	菓子	ポケット物	チョコレート菓子
P080101007	08	0801	080101	45.0	36.0	菓子	ポケット物	チョコレート菓子
P080101008	08	0801	080101	45.0	34.0	菓子	ポケット物	チョコレート菓子
P080101009	08	0801	080101	45.0	32.0	菓子	ポケット物	チョコレート菓子
P080101010	08	0801	080101	45.0	35.0	菓子	ポケット物	チョコレート菓子
P080101011	08	0801	080101	45.0	34.0	菓子	ポケット物	チョコレート菓子
P080101012	08	0801	080101	45.0	33.0	菓子	ポケット物	チョコレート菓子
P080101013	08	0801	080101	50.0	35.0	菓子	ポケット物	チョコレート菓子
P080101014	08	0801	080101	55.0	41.0	菓子	ポケット物	チョコレート菓子
P080101015	08	0801	080101	55.0	40.0	菓子	ポケット物	チョコレート菓子
P080101016	08	0801	080101	55.0	44.0	菓子	ポケット物	チョコレート菓子
P080101017	08	0801	080101	65.0	49.0	菓子	ポケット物	チョコレート菓子
P080101018	08	0801	080101	65.0	52.0	菓子	ポケット物	チョコレート菓子
P080101019	08	0801	080101	75.0	56.0	菓子	ポケット物	チョコレート菓子
P080101020	08	0801	080101	75.0	54.0	菓子	ポケット物	チョコレート菓子
P080101021	08	0801	080101	75.0	53.0	菓子	ポケット物	チョコレート菓子
P080101022	08	0801	080101	75.0	53.0	菓子	ポケット物	チョコレート菓子
P080101023	08	0801	080101	78.0	61.0	菓子	ポケット物	チョコレート菓子
P080101024	08	0801	080101	85.0	63.0	菓子	ポケット物	チョコレート菓子
P080101025	08	0801	080101	85.0	65.0	菓子	ポケット物	チョコレート菓子
P080101026	08	0801	080101	85.0	68.0	菓子	ポケット物	チョコレート菓子
P080101027	08	0801	080101	85.0	64.0	菓子	ポケット物	チョコレート菓子
P080101028	08	0801	080101	88.0	63.0	菓子	ポケット物	チョコレート菓子
P080101029	08	0801	080101	88.0	63.0	菓子	ポケット物	チョコレート菓子
P080101030	08	0801	080101	90.0	67.0	菓子	ポケット物	チョコレート菓子
P080101031	08	0801	080101	90.0	66.0	菓子	ポケット物	チョコレート菓子
P080101032	08	0801	080101	90.0	66.0	菓子	ポケット物	チョコレート菓子
P080101033	08	0801	080101	90.0	66.0	菓子	ポケット物	チョコレート菓子
P080101034	08	0801	080101	90.0	68.0	菓子	ポケット物	チョコレート菓子
P080101035	08	0801	080101	90.0	64.0	菓子	ポケット物	チョコレート菓子
P080101036	08	0801	080101	90.0	65.0	菓子	ポケット物	チョコレート菓子
P080101037	08	0801	080101	90.0	67.0	菓子	ポケット物	チョコレート菓子
P080101038	08	0801	080101	90.0	64.0	菓子	ポケット物	チョコレート菓子
P080101039	08	0801	080101	90.0	70.0	菓子	ポケット物	チョコレート菓子
P080101040	08	0801	080101	90.0	66.0	菓子	ポケット物	チョコレート菓子
P080101041	08	0801	080101	90.0	72.0	菓子	ポケット物	チョコレート菓子
P080101042	08	0801	080101	90.0	64.0	菓子	ポケット物	チョコレート菓子
P080101043	08	0801	080101	90.0	70.0	菓子	ポケット物	チョコレート菓子
P080101044	08	0801	080101	90.0	71.0	菓子	ポケット物	チョコレート菓子
